Mean_Blue,Mean_Green,Mean_Red,Label
222.1018073667353,259.4966064211088,164.45458705101808,0
222.2577380952381,251.08134920634922,150.12757936507936,0
210.34821428571428,227.33333333333334,179.5,0
153.578125,160.91875,119.521875,0
133.74624060150376,138.57268170426065,100.20175438596492,0
115.1996512641674,135.02266782911946,85.94943330427202,0
139.10983981693363,160.23112128146454,108.99313501144165,0
379.3389880952381,501.51666666666665,729.7020833333333,0
243.8330808080808,259.15631313131314,300.43333333333334,0
721.0344129554655,959.9068825910931,1330.7327935222672,0
328.4311454311454,370.4954954954955,464.4749034749035,0
592.0357142857143,782.6797619047619,1125.6666666666667,0
271.2328733962721,313.1103848946986,175.6475429678044,0
239.10164835164835,238.91117216117217,245.55494505494505,0
390.49790184272945,513.2776865535486,726.6414887794198,0
419.2288780487805,620.6433170731707,496.8273170731707,1
273.8623405851463,418.0500750187547,251.86721680420106,1
289.7678004535147,436.92494331065757,254.23968253968255,1
184.8447927199191,283.206268958544,185.0020222446916,1
200.45383411580596,293.6694835680751,188.06885758998436,1
360.6122291021672,550.3552631578947,360.8103715170279,1
424.9556121006503,616.5001413627368,608.5063613231553,1
407.76944444444445,616.7791666666667,430.2361111111111,1
196.6764922623434,223.43625644804717,140.53303856546304,1
166.47830687830688,216.76137566137567,184.010582010582,1
281.4345238095238,365.38839285714283,261.1949404761905,1
149.6764705882353,174.68529411764706,119.51911764705882,1
252.5430346051464,391.52617568766635,226.3318544809228,1
292.64204545454544,481.67329545454544,220.87405303030303,1
262.10573476702507,349.3360215053763,232.41487455197134,1
305.12006861063463,448.75757575757575,287.16123499142367,2
407.08496732026146,628.0021786492375,395.8976034858388,2
327.02258064516127,402.93763440860215,294.22688172043013,2
268.568115942029,305.5072463768116,205.20289855072463,2
232.8558201058201,268.5783068783069,149.06137566137565,2
340.179012345679,381.9753086419753,267.9537037037037,2
308.30183220829315,404.09257473481193,531.675506268081,2
254.00928792569658,342.359133126935,369.6501547987616,2
263.57142857142856,352.1045918367347,396.5433673469388,2
267.1037878787879,328.3037878787879,278.3219696969697,2
97.58963478448509,180.5415806225387,103.81139450828074,2
111.25162226775956,213.0757679932413,121.03291271210814,2
94.0571377100651,159.83016187559514,91.11202614715495,2
93.93423454425759,170.02433319368802,95.0488883236579,2
136.54967969128097,254.41220325275734,170.7930522300619,2
323.9110576923077,359.4651442307692,255.19831730769232,3
102.81487358136243,184.38120322238248,124.72912935797295,3
105.26495512820513,184.00883333333334,106.0425641025641,3
194.05763768388246,323.6917774658576,221.91810254313157,3
123.41170006046248,208.1551680210516,113.22431580428409,3
240.43948210922787,364.9064940364093,223.61110169491525,3
150.01502500924465,219.60975847103015,133.02125299235126,3
181.10328133405056,290.3842173211404,174.92951048951048,3
176.4352722744758,294.6038789940631,175.88229604429324,3
201.78483899516644,330.6616771053169,217.35546156988224,3
188.73130416402452,324.3882054533925,191.318755724653,3
307.7318952234206,335.83204930662555,242.2831278890601,3
732.4616161616161,854.1639169472503,946.5604377104377,3
743.1462570621469,853.6771186440678,945.5241525423729,3
330.4583333333333,411.734126984127,511.25992063492066,3
781.9641025641025,942.8820512820513,1089.0564102564103,4
709.4381868131868,822.7307692307693,918.6895604395604,4
671.3320707070707,802.8421717171717,925.9545454545455,4
742.1726315789474,816.8547368421052,867.1894736842105,4
447.4114035087719,544.290350877193,532.671052631579,4
461.0238095238095,523.6952380952381,542.1571428571428,4
490.81496598639455,536.7428571428571,550.3510204081633,4
198.57142857142858,218.71031746031747,161.26190476190476,4
507.9374269005848,553.1380116959065,653.5567251461988,4
1379.3350427350426,1570.2131054131055,1702.7715099715099,4
695.4328063241106,539.8201581027668,497.6699604743083,4
653.5739750445633,745.0142602495544,792.5811051693405,4
485.9318181818182,563.387987012987,644.9204545454545,4
280.49,281.8,192.24,4
196.93299961494031,201.72352714670774,145.18790912591453,4
