Brightness,Greenness,Wetness,Label
3320.9517,-334.5921,-1586.6538,4
2415.1086,-241.49727,-1116.8322,4
1756.0629,-328.57965,-731.95624,4
2746.1982,-396.97043,-1028.3533,4
291.57224,-259.5259,95.997025,4
543.736,-474.10245,84.5219,4
461.9667,-455.5515,132.04103,4
376.8585,-361.13757,125.93172,4
365.01874,-350.36624,125.15934,4
491.0755,-434.93274,109.97444,4
424.31677,-396.75943,104.489075,4
337.88797,-290.21188,28.20988,4
89.22579,-70.953606,0.640148,4
233.63426,-191.2545,27.438839,4
192.79709,-151.07285,21.08479,4
262.71823,-243.20862,94.70566,4
183.83548,-153.96721,21.970032,4
474.10312,-449.8793,133.91064,4
443.10153,-406.509,40.513195,4
273.46237,-236.6152,18.838669,4
100.92944,-88.610306,2.5044084,4
535.6758,-398.9389,44.428837,4
228.6246,-167.2676,18.760626,4
352.27252,-222.11024,-34.97937,4
392.30502,-334.80237,44.786583,4
207.29037,-162.48473,8.865727,4
277.60028,-258.70486,101.29749,4
305.52283,-238.3055,26.93391,4
192.18571,-169.97293,22.181986,4
297.65918,-226.87016,22.346548,4
299.67557,-244.04729,45.997105,4
117.92415,-95.71275,6.3614297,4
165.10016,-149.72906,8.46717,4
196.4195,-183.51178,17.08001,4
280.79413,-258.20126,34.677464,4
324.16684,-258.37747,49.465023,4
279.99167,-238.8622,10.191844,4
348.66257,-320.06128,120.161835,4
233.85356,-184.37094,1.7958839,4
261.00378,-223.86307,17.017189,4
217.53252,-183.79033,20.078468,4
283.93518,-243.56367,57.632126,4
219.5011,-178.8298,11.296964,4
165.44836,-132.83925,22.58946,4
341.56046,-262.83902,30.7598,4
269.73312,-212.94534,22.860607,4
302.42416,-238.79924,35.929367,4
257.44946,-207.19177,27.909271,4
314.06833,-293.30432,105.08594,4
212.24277,-195.31918,38.827816,4
311.30737,-292.77734,77.63958,4
233.43471,-220.8839,52.488308,4
293.95944,-275.3373,18.718325,4
288.37604,-258.8663,10.987344,4
275.53387,-264.10452,-47.67465,4
300.9751,-270.03888,62.78703,4
383.5162,-366.35052,50.148808,4
212.10716,-190.60397,34.587833,4
206.90358,-195.19559,-4.175051,4
