Brightness,Greenness,Wetness,Label
2017.4149,-259.5182,-1846.9067,1
1697.3654,-274.5416,-1537.9072,1
1686.0426,-324.5724,-1645.7126,1
1812.5521,-410.2766,-1660.9435,1
2076.2566,-462.3824,-2088.1082,1
2011.795,-445.5133,-2011.5978,1
1643.9823,-245.5345,-1534.0614,1
1694.5193,-386.2043,-1675.8052,1
1486.4496,-322.7236,-1397.226,1
1436.3284,-243.0624,-1341.1273,1
1579.8657,-301.2632,-1507.7616,1
1765.6461,-356.0902,-1631.2356,1
2031.8125,-325.5673,-1897.333,1
1490.7087,-242.7023,-1447.9513,1
1416.324,-226.3452,-1280.3276,1
1694.755,-285.843,-1480.521,1
1720.5042,-291.0344,-1620.47,1
1668.107,-323.66,-1584.8768,1
1594.973,-256.0775,-1467.2064,1
1824.5399,-168.3794,-1516.3206,1
1838.7856,-309.4527,-1682.0682,1
1698.0564,-321.2889,-1638.0947,1
1552.6654,-239.5908,-1441.4214,1
1541.9534,-280.1279,-1446.1382,1
1602.6207,-256.4671,-1498.3792,1
1695.182,-280.5012,-1568.5437,1
1640.43,-225.9812,-1513.2668,1
1535.1138,-267.9436,-1448.8346,1
1412.2013,-249.1121,-1399.9861,1
1502.1796,-244.5618,-1371.4879,1
1709.4625,-360.0913,-1643.31,1
1568.8955,-198.6632,-1387.6119,1
1435.8937,-147.2844,-1242.7946,1
1749.5781,-200.9007,-1549.1364,1
2047.3156,-300.7368,-1760.9463,1
1875.3513,-214.027,-1629.81,1
1575.6486,-174.5504,-1309.2513,1
1594.5054,-216.2699,-1395.8397,1
1661.3699,-265.088,-1608.8679,1
1930.3715,-323.8624,-1798.5287,1
1546.2335,-134.9508,-1367.6184,1
1543.2063,-251.1507,-1442.6699,1
1763.3782,-289.9407,-1663.2461,1
2123.4375,-251.8757,-1853.6586,1
2204.7563,-310.1716,-1950.5479,1
1853.5581,-203.2137,-1645.074,1
2064.032,-294.9617,-1899.2574,1
2225.567,-228.9769,-1939.7717,1
1939.8505,-223.2547,-1743.1848,1
1708.0264,-119.9285,-1458.2396,1
2056.3962,-188.2558,-1774.6245,1
2105.854,-206.2664,-1840.0327,1
1948.0613,-166.7526,-1628.8776,1
1565.6333,-217.9333,-1465.3138,1
1640.1149,-265.1883,-1590.8872,1
2057.777,-377.0158,-1954.0387,1
1984.543,-366.9997,-1946.9794,1
1742.5461,-326.9894,-1678.6768,1
1733.7228,-338.0273,-1623.5455,1
1646.8873,-382.1669,-1600.8467,1
1423.4976,-224.7889,-1316.1025,1
1593.0641,-288.5421,-1467.4229,1
1731.1038,-394.5981,-1648.9229,1
1427.504,-231.9656,-1326.1791,1
1508.423,-257.4441,-1323.5471,1
1727.1345,-375.8595,-1596.3405,1
1817.0074,-362.999,-1766.8679,1
1665.698,-351.952,-1625.2053,1
1417.4232,-203.8848,-1395.2297,1
1626.6613,-114.8628,-1341.276,1
1304.5991,-164.4312,-1309.0562,1
1373.9326,-175.0549,-1207.6332,1
1563.0161,-219.9614,-1454.4626,1
1751.4731,-305.5864,-1643.9745,1
1657.6351,-328.6789,-1668.705,1
1625.129,-292.4776,-1508.4915,1
1737.835,-288.2118,-1614.5846,1
1762.2466,-304.2281,-1666.8075,1
1726.0607,-299.7501,-1593.1539,1
1732.0852,-284.121,-1561.3416,1
1683.6427,-283.6927,-1584.847,1
1473.0292,-224.6112,-1327.0853,1
1585.8602,-253.0659,-1349.3179,1
2009.6663,-299.1343,-1721.9514,1
1949.9933,-260.0573,-1771.0414,1
1785.275,-236.8961,-1575.6693,1
1579.786,-169.9446,-1352.8044,1
1670.2181,-234.9604,-1479.6147,1
1933.825,-273.6059,-1617.2125,1
2063.432,-296.2721,-1784.1414,1
1852.0365,-259.9686,-1656.1919,1
1987.3123,-361.1627,-1866.6122,1
2050.9824,-266.0567,-1866.7867,1
1959.7933,-259.9618,-1808.0361,1
1778.3018,-104.6929,-1551.7716,1
1820.5802,-229.0737,-1611.0824,1
1931.3062,-235.1389,-1712.391,1
1613.0166,-100.1082,-1374.7393,1
1395.4373,-100.3314,-1163.7823,1
1847.768,-188.6538,-1589.8982,1
2079.6704,-142.9746,-1826.7262,1
1831.3134,-133.2149,-1581.477,1
1537.3834,-148.6015,-1324.5243,1
1746.8951,-331.5206,-1619.7131,1
2057.964,-470.4986,-1956.4506,1
2491.081,-558.7223,-2368.51,1
1967.9231,-357.754,-1884.6055,1
1731.7853,-332.9842,-1662.6455,1
1762.3243,-342.5229,-1678.6498,1
1562.0145,-298.4443,-1463.5663,1
1430.8857,-221.3226,-1230.7299,1
1623.4886,-309.0518,-1570.4559,1
1602.0298,-292.0488,-1469.1487,1
1703.5955,-275.0156,-1610.6459,1
1683.092,-297.6398,-1605.5074,1
1634.5698,-275.3559,-1554.1993,1
1753.4484,-240.3065,-1478.5181,1
1600.3583,-310.7137,-1629.6722,1
1468.5211,-193.5365,-1267.2543,1
1498.0496,-283.0179,-1391.1571,1
1862.0767,-323.4665,-1722.5342,1
1868.9077,-378.4476,-1788.1838,1
1799.8383,-328.7872,-1687.8752,1
1835.3658,-287.3255,-1703.1311,1
1778.5946,-252.0651,-1662.6139,1
1829.2606,-201.0774,-1547.1609,1
1756.7804,-197.1271,-1535.8134,1
1780.6144,-232.4196,-1578.419,1
1626.2122,-252.4893,-1509.0872,1
1733.9897,-233.0448,-1476.1702,1
1926.8976,-213.4958,-1651.0112,1
1670.3789,-221.0577,-1505.5157,1
1581.908,-206.4684,-1385.8506,1
1624.1392,-164.7459,-1389.6241,1
1746.9327,-265.4439,-1584.3722,1
1904.4938,-230.8345,-1729.3583,1
1864.3369,-191.4148,-1662.4058,1
1780.2153,-282.2485,-1656.3683,1
1759.2792,-178.6992,-1557.0502,1
1854.2883,-146.6462,-1611.0349,1
1897.379,-319.1213,-1735.2239,1
1693.3297,-201.5638,-1518.0348,1
1438.551,-175.6527,-1291.793,1
1306.8705,-156.8306,-1176.291,1
1243.5696,-172.4574,-1161.3796,1
1316.2396,-171.9666,-1191.2505,1
1778.0697,-271.566,-1617.2388,1
1702.6339,-129.2809,-1399.2296,1
1599.4501,-175.6951,-1403.268,1
1417.4286,-201.0897,-1283.3213,1
1612.3726,-276.4973,-1474.9855,1
1735.1877,-240.6627,-1640.1927,1
2047.1095,-355.0043,-1957.996,1
1688.2137,-256.4724,-1582.7609,1
1623.6213,-297.3051,-1544.7257,1
1661.3949,-296.0111,-1563.887,1
1640.4478,-345.3878,-1599.0198,1
1566.5721,-269.6355,-1455.3752,1
1833.1263,-352.5403,-1736.7239,1
1693.6711,-248.3168,-1592.3734,1
1654.0913,-157.4998,-1457.9127,1
1771.9316,-292.3751,-1663.3691,1
1504.6,-207.6482,-1342.6957,1
1473.269,-276.6064,-1364.1089,1
1699.9047,-252.58,-1604.6688,1
1484.9482,-171.1953,-1344.9973,1
1443.8682,-165.7483,-1331.0491,1
1688.958,-159.6352,-1468.2699,1
1879.7754,-267.0552,-1746.2843,1
2038.0736,-227.6045,-1783.231,1
1867.2258,-195.9349,-1634.0734,1
1855.0251,-189.2804,-1633.7467,1
1788.3645,-219.3343,-1581.9539,1
1656.5577,-189.0272,-1414.2864,1
1682.0304,-216.1663,-1542.115,1
1730.9006,-256.5686,-1528.8076,1
1779.3239,-254.1049,-1586.6199,1
1736.5808,-192.8104,-1408.6014,1
1633.6023,-222.1811,-1461.575,1
1935.7087,-267.025,-1660.7291,1
1808.4829,-235.1003,-1618.494,1
1732.1456,-262.3302,-1572.3645,1
1681.6465,-304.4806,-1581.7922,1
1681.7671,-192.3491,-1492.529,1
1811.1772,-306.1293,-1743.2196,1
1553.7656,-235.7238,-1483.6674,1
1351.9979,-196.2987,-1259.226,1
1504.1788,-313.5363,-1506.1394,1
1743.2468,-358.0644,-1629.2119,1
1749.1097,-370.2617,-1628.6844,1
1540.5468,-197.2055,-1454.4076,1
1473.3522,-189.7241,-1339.5543,1
1616.6277,-222.8008,-1502.1548,1
1690.4937,-276.0414,-1528.6498,1
1739.6772,-273.2364,-1556.6989,1
1693.5951,-365.1438,-1609.0854,1
1635.2406,-292.5256,-1487.1019,1
1494.9287,-244.5039,-1396.7958,1
1582.7834,-265.6798,-1470.6064,1
1872.3672,-324.3787,-1756.0864,1
1578.7802,-159.9915,-1402.4587,1
1492.848,-228.1943,-1414.1302,1
1283.3307,-145.8905,-1188.6276,1
1633.4174,-250.6095,-1461.7588,1
1753.6361,-377.4096,-1585.6143,1
1387.8342,-200.5922,-1278.2416,1
1629.8385,-309.5363,-1486.86,1
1673.7572,-165.6312,-1430.6173,1
1821.8167,-218.7763,-1610.5566,1
1934.9456,-202.3744,-1692.0785,1
1808.1884,-125.9764,-1472.5593,1
1815.9889,-140.0128,-1528.9735,1
1852.1812,-158.2802,-1621.9711,1
1942.1906,-238.0798,-1714.4453,1
2162.5986,-363.4251,-1896.1488,1
1966.1364,-342.3979,-1776.4678,1
1904.3331,-255.45,-1687.3809,1
1683.3588,-189.7731,-1362.1221,1
1495.6437,-260.1997,-1257.616,1
1692.6879,-283.1227,-1470.5243,1
1781.9735,-188.0339,-1569.4062,1
1941.6299,-285.5909,-1636.3206,1
1699.4343,-262.0005,-1646.2238,1
1835.1394,-214.1782,-1584.0023,1
1857.3003,-270.1283,-1756.0016,1
1723.9294,-328.3479,-1594.2837,1
1578.0747,-277.8127,-1363.7795,1
1820.9259,-342.8687,-1735.7053,1
2007.07,-367.1483,-1818.377,1
1751.7673,-307.0951,-1696.9012,1
1789.0125,-286.2392,-1612.787,1
1869.2905,-303.2471,-1721.7587,1
1815.2162,-293.112,-1627.1632,1
1699.8326,-224.7937,-1519.4033,1
1740.7673,-260.6089,-1546.8099,1
1757.4818,-346.2403,-1717.6523,1
1720.647,-314.7187,-1550.9836,1
1668.1289,-291.5923,-1608.6278,1
1799.9572,-342.9662,-1602.5305,1
1438.3993,-222.9455,-1248.68,1
1750.5985,-198.4037,-1581.211,1
1664.0847,-309.2232,-1617.2924,1
1625.1477,-268.3662,-1463.7758,1
1815.5237,-283.7265,-1698.8906,1
1752.8824,-155.552,-1527.3479,1
1951.2053,-206.3168,-1638.6932,1
1941.1125,-209.5772,-1662.9686,1
1773.0748,-123.1882,-1489.8586,1
2048.0925,-238.2601,-1784.0433,1
1961.1158,-222.0914,-1665.8032,1
1920.75,-172.0564,-1575.0143,1
1899.7341,-165.2425,-1601.766,1
1671.9952,-226.5032,-1431.5887,1
1478.6008,-145.5811,-1188.7496,1
1228.9598,-68.0951,-1005.1515,1
1353.5544,-191.1026,-1176.5428,1
1634.233,-230.9814,-1376.684,1
1940.1068,-344.384,-1633.8649,1
1705.173,-212.6378,-1528.3438,1
1515.4377,-188.5828,-1385.33,1
2026.8505,-305.3411,-1842.2018,1
1939.7455,-221.9496,-1645.981,1
1595.748,-235.5264,-1468.897,1
1543.4792,-212.3047,-1328.9386,1
1889.2179,-310.9542,-1674.3573,1
1772.7356,-285.7749,-1714.4325,1
1471.5184,-199.1022,-1326.8741,1
1737.3533,-236.3245,-1570.915,1
2065.1729,-320.2309,-1928.0789,1
1917.6385,-307.1429,-1788.057,1
1756.9635,-297.4397,-1587.5183,1
1543.5609,-241.2065,-1438.6971,1
1650.5927,-305.4633,-1570.5037,1
1764.6641,-296.7024,-1566.789,1
1782.7806,-207.2613,-1589.3466,1
2011.7457,-204.8681,-1722.6837,1
2128.0608,-202.6608,-1789.7682,1
2091.642,-190.3788,-1763.8727,1
2039.8004,-211.9464,-1691.1101,1
2137.7297,-229.697,-1769.4146,1
1901.2676,-200.404,-1563.4755,1
1510.9727,-88.7934,-1235.1749,1
1316.5575,-115.7959,-1171.3925,1
1161.8024,-82.0202,-941.4941,1
1068.0768,-141.9844,-920.8244,1
1348.1986,-172.9353,-1181.8783,1
1886.9244,-400.582,-1698.2694,1
1764.0359,-233.3899,-1454.8984,1
1859.5457,-288.5729,-1669.668,1
1745.1329,-264.8167,-1589.2921,1
1558.4753,-183.6936,-1394.4095,1
1735.8882,-174.3209,-1547.4926,1
1673.0458,-152.4254,-1464.5842,1
1441.3732,-216.8437,-1276.8757,1
1799.7714,-244.7934,-1514.0531,1
2028.9778,-327.8219,-1866.6648,1
1613.6738,-211.1524,-1466.6895,1
1487.2148,-184.5296,-1291.1937,1
1840.9261,-402.4809,-1731.2689,1
1810.7372,-335.8015,-1737.4528,1
1481.4576,-152.8962,-1295.6807,1
1472.9303,-249.9387,-1341.0239,1
2061.4514,-146.4492,-1680.2001,1
1938.0033,-171.5555,-1544.073,1
1658.0399,-122.2546,-1328.2207,1
1356.1327,-48.2592,-1125.8469,1
1359.4166,-27.6134,-1031.1321,1
1482.9318,-131.6553,-1108.5267,1
1613.5338,-270.2225,-1434.8531,1
1764.2134,-330.2751,-1671.2001,1
1630.4677,-344.4403,-1441.8832,1
2030.4062,-373.265,-1837.3394,1
1887.027,-312.4826,-1704.3961,1
1611.3663,-166.3609,-1411.4563,1
2013.7224,-373.857,-1735.4229,1
1708.8962,-255.0856,-1475.3289,1
1420.7625,-118.4531,-1166.3843,1
1808.0544,-287.2129,-1609.9735,1
1644.8438,-246.4809,-1420.4496,1
1556.3856,-216.4469,-1319.263,1
1827.9185,-236.2284,-1589.1691,1
1862.5049,-274.6105,-1695.6895,1
1850.8262,-282.9683,-1680.188,1
1834.4132,-341.7829,-1718.7405,1
1634.5554,-360.0226,-1555.5339,1
1544.76,-175.1257,-1369.0282,1
1665.6617,-241.705,-1516.8138,1
1633.4987,-269.6976,-1541.2615,1
1657.2268,-226.722,-1495.4673,1
1957.1311,-312.1502,-1850.5936,1
1997.6963,-233.9259,-1729.1302,1
1823.796,-318.6393,-1666.2162,1
1796.0557,-325.9882,-1699.3995,1
1524.3696,-287.6778,-1421.4609,1
1288.0261,-213.115,-1249.71,1
1438.4781,-181.484,-1247.6742,1
1489.7073,-200.2297,-1239.9479,1
1665.2382,-192.5483,-1424.0367,1
1622.203,-196.9083,-1454.5137,1
1861.6757,-239.699,-1646.8429,1
1723.46,-171.6003,-1476.9731,1
1430.1605,-162.7059,-1297.0175,1
1587.6459,-279.3186,-1473.0072,1
1616.9882,-250.5101,-1461.3961,1
2006.4854,-357.4349,-1695.1919,1
1741.6365,-260.5579,-1621.481,1
1644.9336,-285.8839,-1453.3567,1
1464.1172,-237.8935,-1328.3759,1
1596.6478,-247.3539,-1456.762,1
1971.1921,-376.0421,-1873.909,1
2082.6897,-328.6241,-1894.3397,1
1863.6116,-270.3298,-1724.0073,1
1741.1617,-325.4941,-1558.6793,1
1488.9004,-172.5972,-1280.8033,1
1631.3218,-246.7115,-1494.325,1
1913.8069,-285.4824,-1704.6992,1
1611.386,-179.3253,-1392.6816,1
1444.856,-153.3934,-1236.5298,1
1755.4178,-311.983,-1622.2699,1
1789.1119,-335.1603,-1652.831,1
1721.0717,-236.7231,-1551.4355,1
1572.383,-191.9326,-1434.1532,1
1555.2823,-259.8251,-1418.4872,1
1491.6744,-315.4001,-1438.7054,1
1505.8914,-203.4231,-1394.8423,1
1802.0385,-295.0967,-1696.232,1
1449.8732,-140.5599,-1289.4937,1
1518.128,-286.1605,-1365.9036,1
1680.9407,-265.4161,-1481.7231,1
1688.8086,-233.3579,-1450.5132,1
1909.5991,-282.4847,-1807.534,1
1855.058,-240.6974,-1730.9683,1
1961.6421,-297.1423,-1810.873,1
1823.5955,-293.5575,-1789.1775,1
1760.0553,-228.8369,-1527.2369,1
1541.4862,-188.5992,-1389.4012,1
1784.4381,-264.6128,-1604.6991,1
1834.0906,-284.2047,-1716.5966,1
1606.864,-229.8865,-1484.001,1
1597.2837,-182.8486,-1371.3163,1
1728.9916,-269.2424,-1604.9446,1
1695.5029,-282.3692,-1543.1897,1
1657.3562,-229.8036,-1500.3381,1
1500.2312,-215.6988,-1340.6841,1
1419.497,-239.7665,-1302.4591,1
1568.2372,-334.1559,-1552.3418,1
1735.7404,-342.4911,-1601.645,1
1700.0663,-303.4885,-1609.7385,1
1481.0714,-198.6426,-1329.7059,1
1709.7543,-343.0716,-1500.4692,1
1820.2426,-326.5762,-1672.5426,1
1711.9415,-192.2995,-1440.2025,1
1910.4957,-262.1457,-1674.576,1
1948.2352,-255.8059,-1708.7319,1
1735.8435,-257.8139,-1628.9138,1
1877.8785,-257.321,-1699.8649,1
1788.4023,-391.2604,-1706.3043,1
1577.6917,-240.6158,-1499.4071,1
1743.1392,-287.602,-1640.7949,1
1797.5292,-313.9775,-1743.3308,1
1715.7186,-309.5612,-1648.89,1
1601.6793,-214.274,-1437.946,1
2099.3245,-348.7373,-1810.2698,1
2011.8734,-363.3772,-1935.1713,1
1738.0468,-297.5853,-1584.4028,1
1574.5435,-220.6531,-1439.4921,1
1348.382,-189.8808,-1280.0685,1
1439.3732,-168.9205,-1298.5063,1
1713.8726,-225.0743,-1538.9778,1
1580.4144,-244.2849,-1460.9348,1
1582.5166,-270.622,-1443.3782,1
1689.0101,-357.6377,-1660.5994,1
1565.3992,-194.8006,-1402.4755,1
1651.6069,-258.9861,-1528.336,1
1512.1102,-251.031,-1406.4702,1
1604.5883,-206.581,-1373.4264,1
1815.9945,-264.6872,-1610.0391,1
1666.6705,-140.3412,-1428.2864,1
1863.119,-211.0607,-1569.1357,1
1680.7678,-158.1053,-1338.8011,1
1106.8405,-12.4559,-900.3649,1
1342.3966,-232.8072,-1198.8951,1
1365.367,-266.9704,-1257.729,1
1543.9763,-242.4105,-1406.4093,1
1757.6417,-269.9509,-1575.8722,1
1786.5115,-252.496,-1625.5934,1
1650.5891,-298.0914,-1560.6891,1
1662.691,-273.7076,-1506.2524,1
1809.9272,-366.3547,-1743.2896,1
1692.9637,-250.8553,-1560.0154,1
1763.9427,-360.3202,-1743.185,1
1419.4161,-136.1101,-1277.0913,1
1556.3385,-243.8607,-1435.8344,1
1906.9918,-297.4076,-1807.406,1
1642.5442,-237.646,-1522.7047,1
1582.2471,-261.2567,-1467.2405,1
1658.4343,-319.5811,-1552.2227,1
1593.0001,-260.2887,-1347.6399,1
1668.5011,-224.8714,-1514.9532,1
1676.0748,-276.6848,-1517.9926,1
1530.9027,-282.1874,-1418.6573,1
1523.513,-202.353,-1375.0951,1
1572.3615,-200.8536,-1412.6029,1
1659.3907,-282.7523,-1501.6406,1
1548.1924,-237.1057,-1415.4464,1
1704.9692,-266.4351,-1505.404,1
1860.4822,-300.7885,-1629.8864,1
1725.0312,-152.59,-1414.6289,1
1724.6045,-152.407,-1477.6837,1
1754.1613,-175.2132,-1446.6633,1
1438.1892,-165.7978,-1223.4865,1
1418.7181,-247.3216,-1277.0087,1
1492.471,-297.0469,-1365.9644,1
1504.8239,-212.8988,-1298.2465,1
1385.7799,-317.5249,-1340.0088,1
1765.1709,-358.343,-1635.2195,1
1901.6665,-302.5465,-1660.0771,1
1914.3206,-295.7609,-1707.6562,1
1985.6005,-364.2804,-1822.6613,1
1937.7288,-423.0092,-1834.5121,1
1948.2152,-335.9061,-1736.5358,1
1807.5684,-328.382,-1728.0007,1
1641.6075,-231.9849,-1492.1493,1
1740.7056,-312.4686,-1613.943,1
1923.6619,-315.2506,-1806.8433,1
2067.5671,-365.904,-1862.5372,1
1781.5103,-234.5384,-1612.2104,1
1629.6858,-261.6748,-1495.8857,1
1700.318,-300.6301,-1500.1526,1
1797.6932,-256.0502,-1642.9829,1
1837.1815,-335.3314,-1691.5126,1
1714.42,-348.8846,-1545.2819,1
1389.1649,-191.3681,-1265.4788,1
1392.212,-241.3506,-1287.0612,1
1734.4998,-312.1866,-1627.3086,1
1688.6642,-279.1259,-1610.7101,1
1507.5052,-215.6962,-1325.7976,1
1371.2043,-189.9843,-1216.4744,1
1413.2552,-125.0884,-1228.0618,1
1636.1477,-173.7513,-1425.5645,1
1739.2712,-146.7675,-1414.3607,1
1807.8195,-179.2614,-1561.7853,1
1817.175,-143.3275,-1461.3284,1
1368.6588,-93.5225,-1226.7543,1
1617.4843,-252.8256,-1450.7087,1
1591.0294,-274.401,-1431.5948,1
1421.7979,-252.215,-1297.6882,1
1590.4331,-331.4862,-1477.6836,1
1666.9163,-285.8723,-1580.7887,1
1913.6848,-308.5296,-1691.0885,1
1935.7489,-386.9673,-1858.403,1
1890.166,-426.23,-1781.1891,1
1797.2144,-297.8476,-1642.2484,1
1780.575,-249.4682,-1667.3749,1
1842.5813,-312.3003,-1644.6082,1
1712.7859,-306.362,-1600.1283,1
1581.4875,-248.3285,-1485.8079,1
1861.6779,-257.4077,-1582.5718,1
1723.5848,-239.6013,-1567.974,1
1696.7579,-227.3195,-1448.2732,1
1661.9725,-252.1933,-1524.4954,1
1894.127,-193.1104,-1635.533,1
1903.4701,-214.2902,-1702.7401,1
1516.6191,-201.5255,-1420.5242,1
1670.0457,-272.6655,-1523.2904,1
1685.8212,-303.2058,-1590.5258,1
1670.794,-182.3887,-1452.0764,1
1696.5262,-265.7398,-1573.3027,1
1483.6151,-170.2532,-1365.1158,1
1572.2695,-338.841,-1493.6375,1
1681.2172,-353.9776,-1630.3064,1
1787.9584,-322.9785,-1645.61,1
1625.0645,-277.05,-1560.9312,1
1291.4194,-163.5528,-1103.4006,1
1419.9929,-254.4621,-1313.8918,1
1619.0082,-194.9838,-1405.6508,1
1615.3801,-207.6423,-1355.1759,1
1670.4537,-159.429,-1406.649,1
1807.7145,-164.7173,-1559.7877,1
2099.7576,-142.1923,-1591.7253,1
1913.5537,-247.8112,-1665.2843,1
1813.9044,-225.4645,-1527.5992,1
1505.4749,-179.3395,-1284.768,1
1531.8907,-295.9777,-1452.3633,1
1749.3846,-330.5189,-1592.7765,1
1626.612,-257.2929,-1487.8331,1
1450.0143,-234.2788,-1369.1431,1
1739.8529,-312.1361,-1724.9191,1
1517.1718,-84.3146,-1231.5785,1
1849.6758,-340.6203,-1721.7153,1
1956.3771,-288.027,-1845.204,1
1848.0302,-366.5889,-1767.6465,1
1937.5237,-399.3399,-1852.2242,1
1766.2511,-277.5405,-1643.6483,1
1628.1436,-370.0369,-1557.5203,1
1698.5571,-318.5661,-1565.0652,1
1867.976,-304.7412,-1661.3673,1
1795.6097,-199.6808,-1611.0577,1
1768.2299,-233.3601,-1535.3947,1
1790.5176,-325.3221,-1707.7915,1
1879.1718,-227.0157,-1586.6528,1
1494.4565,-133.7658,-1283.0166,1
1379.0536,-190.348,-1262.5402,1
1616.05,-288.6258,-1597.8097,1
1566.5294,-254.2735,-1490.9178,1
1580.6792,-208.3405,-1422.414,1
1570.0828,-269.6502,-1508.4414,1
1478.1882,-180.0251,-1302.1721,1
1848.0374,-323.8355,-1699.1738,1
1899.1394,-317.5122,-1771.8278,1
1789.3181,-274.653,-1633.8801,1
1512.4,-208.4167,-1415.1082,1
1382.4481,-214.0358,-1243.8386,1
1558.6387,-249.0675,-1423.164,1
1653.8447,-232.886,-1473.5231,1
1508.8562,-150.4671,-1286.206,1
1691.4161,-266.1809,-1523.1307,1
1945.3457,-193.1957,-1667.9897,1
2309.952,-157.4557,-1809.9773,1
1858.8522,-87.1964,-1597.1531,1
1469.7968,-26.3767,-1211.1906,1
1400.0973,-187.8249,-1176.224,1
1592.6946,-263.0782,-1378.8954,1
1677.9087,-259.0479,-1526.6844,1
1632.2897,-232.5242,-1450.5765,1
1703.4646,-299.6079,-1580.9165,1
1906.8922,-301.4095,-1812.2104,1
1622.2074,-306.8305,-1534.2106,1
1601.7429,-318.3991,-1530.8544,1
1226.9366,-68.4975,-1084.5308,1
1485.5052,-185.2838,-1367.5338,1
1869.3829,-239.3936,-1721.8707,1
2057.539,-392.6815,-2015.9948,1
2123.5742,-332.9008,-1984.0958,1
1895.668,-270.2945,-1678.4187,1
1601.8263,-259.3907,-1443.6598,1
1686.6777,-299.4865,-1573.696,1
1780.2092,-294.8215,-1640.1996,1
1770.7375,-166.0864,-1503.3561,1
1808.2278,-233.5473,-1528.5474,1
1779.247,-309.7275,-1756.8615,1
1854.8748,-127.8987,-1517.925,1
1534.9266,-156.5617,-1324.5946,1
1540.783,-212.2618,-1349.7592,1
1685.3605,-233.4398,-1512.724,1
1559.1746,-259.7178,-1392.4395,1
1392.7736,-253.3355,-1314.252,1
1659.1454,-303.495,-1579.9928,1
1431.8923,-189.6233,-1279.8691,1
1770.0847,-307.0474,-1703.5903,1
2132.7773,-276.7212,-1976.1896,1
2047.5441,-368.4661,-1896.675,1
1274.7448,-153.6971,-1182.6263,1
1332.7299,-181.2709,-1179.477,1
1438.4604,-197.8583,-1280.4948,1
1290.0106,-163.0882,-1113.2885,1
1310.3477,-88.5073,-1101.3217,1
1699.1667,-308.1659,-1559.6917,1
1830.1177,-139.6353,-1565.2668,1
2102.115,-205.0016,-1786.128,1
1763.5724,-34.6102,-1405.2863,1
1640.2222,-161.8067,-1385.7418,1
1518.7722,-215.2855,-1388.729,1
1607.9755,-211.3317,-1409.3926,1
1666.6852,-284.5231,-1512.2465,1
1512.0107,-115.032,-1275.8215,1
1676.1053,-286.5365,-1579.617,1
1747.3622,-234.4559,-1581.488,1
1695.46,-180.1338,-1473.8204,1
1714.6232,-322.58,-1607.8406,1
1656.9858,-295.511,-1535.4412,1
1778.4438,-372.3532,-1712.142,1
1728.1776,-273.8099,-1551.7793,1
1626.9224,-272.8979,-1477.3282,1
1967.215,-264.572,-1772.3136,1
2109.183,-348.3243,-1976.154,1
1845.491,-208.8878,-1656.8076,1
1714.0566,-239.4743,-1497.2478,1
1578.3524,-299.9209,-1493.5775,1
1698.9548,-354.6507,-1574.8896,1
1602.0901,-231.5122,-1426.0549,1
1449.0543,-122.5168,-1241.2825,1
1555.196,-174.2561,-1351.4064,1
1642.3755,-227.9298,-1475.2754,1
1673.8073,-98.8041,-1336.2283,1
1733.3438,-260.9648,-1478.836,1
1600.6311,-155.5976,-1391.0612,1
1647.1818,-252.2813,-1490.6744,1
1531.9755,-243.9362,-1447.2465,1
1501.446,-294.1776,-1379.8113,1
1812.4159,-376.1705,-1641.2759,1
1494.7153,-258.5618,-1429.083,1
1722.8618,-308.333,-1648.8358,1
2070.9937,-236.3792,-1881.087,1
1782.4243,-265.0667,-1697.0823,1
1179.4875,-132.1292,-1089.1626,1
1305.6827,-177.8715,-1109.98,1
1209.5775,-190.1893,-1127.4674,1
1253.4316,-176.8755,-1082.271,1
1518.565,-253.8909,-1374.6211,1
1619.3542,-319.4566,-1499.6357,1
1690.0659,-144.498,-1460.1556,1
1767.199,-166.1547,-1472.4534,1
1312.7361,93.3773,-1047.5986,1
1729.7681,-146.6866,-1507.5256,1
1721.4812,-253.6762,-1563.4565,1
1642.1437,-247.4812,-1465.398,1
1451.642,-145.4882,-1246.6311,1
1543.5643,-131.1268,-1297.8898,1
1678.557,-317.2045,-1546.6274,1
1496.2538,-173.5793,-1330.7654,1
1595.6248,-283.7793,-1542.1007,1
1722.6451,-270.8021,-1563.0156,1
1570.461,-198.7457,-1464.8228,1
1573.0742,-211.2589,-1481.038,1
1846.5056,-294.3831,-1699.7709,1
1927.6545,-355.3909,-1877.4106,1
1928.4877,-266.6856,-1693.6309,1
1741.7269,-255.0909,-1630.1598,1
2097.6003,-298.8973,-1896.776,1
2077.6016,-327.2288,-1924.9714,1
1754.5499,-231.0273,-1564.109,1
1668.6533,-305.3715,-1506.538,1
1509.2722,-299.0193,-1437.3782,1
1589.1979,-224.389,-1449.9263,1
1679.2004,-270.4391,-1473.9283,1
1752.0114,-300.7132,-1581.357,1
1644.865,-285.5991,-1576.4677,1
1576.2101,-217.242,-1423.116,1
1475.0479,-197.4441,-1331.436,1
1506.0304,-176.6551,-1273.8615,1
1539.1512,-168.4637,-1307.6234,1
1794.3844,-411.5607,-1686.5878,1
1655.026,-254.3219,-1500.9305,1
1784.6708,-369.8413,-1648.8806,1
1737.4999,-299.3319,-1586.0956,1
1596.981,-211.9314,-1460.2299,1
